  0.372734E+01  0.974636E+04  0.969852E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.973854E+04
  0.411935E+01  0.818645E+04  0.814626E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.817989E+04
  0.455258E+01  0.687219E+04  0.683844E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.686668E+04
  0.503139E+01  0.576580E+04  0.573747E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.576117E+04
  0.556054E+01  0.483496E+04  0.481119E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.483108E+04
  0.614535E+01  0.405232E+04  0.403239E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.404907E+04
  0.679166E+01  0.339472E+04  0.337800E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.339199E+04
  0.750594E+01  0.284247E+04  0.282845E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.284018E+04
  0.829535E+01  0.237897E+04  0.236723E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.237705E+04
  0.916778E+01  0.199019E+04  0.198035E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.198858E+04
  0.101320E+02  0.166423E+04  0.165598E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.166288E+04
  0.111975E+02  0.139108E+04  0.138417E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.138995E+04
  0.123752E+02  0.116230E+04  0.115651E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.116136E+04
  0.136767E+02  0.970770E+03  0.965917E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.969978E+03
  0.151151E+02  0.810502E+03  0.806432E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.809838E+03
  0.167048E+02  0.676447E+03  0.673031E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.675889E+03
  0.184616E+02  0.564367E+03  0.561498E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.563898E+03
  0.204033E+02  0.470694E+03  0.468283E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.470300E+03
  0.225491E+02  0.392438E+03  0.390408E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.392107E+03
  0.249206E+02  0.327086E+03  0.325374E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.326807E+03
  0.275415E+02  0.272529E+03  0.271082E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.272293E+03
  0.304381E+02  0.227001E+03  0.225776E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.226801E+03
  0.336393E+02  0.189020E+03  0.187979E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.188850E+03
  0.371772E+02  0.157346E+03  0.156458E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.157201E+03
  0.410871E+02  0.130939E+03  0.130179E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.130815E+03
  0.454083E+02  0.108931E+03  0.108276E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.108824E+03
  0.501839E+02  0.905940E+02  0.900270E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.905014E+02
  0.554618E+02  0.753198E+02  0.748257E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.752391E+02
  0.612948E+02  0.626007E+02  0.621671E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.625299E+02
  0.677412E+02  0.520123E+02  0.516288E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.519496E+02
  0.748657E+02  0.431995E+02  0.428576E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.431437E+02
  0.827393E+02  0.358668E+02  0.355592E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.358166E+02
  0.914411E+02  0.297669E+02  0.294876E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.297213E+02
  0.101058E+03  0.246939E+02  0.244379E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.246521E+02
  0.111686E+03  0.204756E+02  0.202391E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.204370E+02
  0.123432E+03  0.169693E+02  0.167487E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.169332E+02
  0.136414E+03  0.140551E+02  0.138478E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.140212E+02
  0.150761E+03  0.116338E+02  0.114376E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.116017E+02
  0.166617E+03  0.962244E+01  0.943566E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.959193E+01
